Site	Product	ScenarioID	StepNumber	Rep	Time	Value	PotentialRevenue	Outlier	AdjustedDemand
cz_1	FG_02	1	1	1	12/14/2016	58.5	7312.5	False	
cz_1	FG_02	1	1	1	12/23/2016	90	11250	False	
cz_7	FG_02	1	1	1	12/02/2016	48	6000	False	
cz_7	FG_02	1	1	1	12/04/2016	73	9125	False	
cz_7	FG_02	1	1	1	12/08/2016	37	4625	False	
cz_7	FG_02	1	1	1	12/10/2016	65	8125	False	
cz_7	FG_02	1	1	1	12/13/2016	53	6625	False	
cz_7	FG_02	1	1	1	12/21/2016	35	4375	False	
cz_4	FG_02	1	1	1	12/02/2016	46	5750	False	
cz_4	FG_02	1	1	1	12/05/2016	20	2500	False	
cz_4	FG_02	1	1	1	12/08/2016	33	4125	False	
cz_4	FG_02	1	1	1	12/11/2016	72	9000	False	
cz_4	FG_02	1	1	1	12/14/2016	57	7125	False	
cz_4	FG_02	1	1	1	12/17/2016	46	5750	False	
cz_4	FG_02	1	1	1	12/21/2016	5	625	False	
cz_4	FG_02	1	1	1	12/24/2016	36	4500	False	
