SiteName	ProductName	PeriodName	DemandMean	DemandStdDev	Intermittency	DemandClass	NonZeroDemandMean	NonZeroDemandStdDev	InterDemandIntervalMean	NonZeroDemandCV2	Variability	Clumpiness	ScenarioID	ScenarioStepNumber	AvgOrderQty	CostOfGoods	TotalWeight	TotalCube	PotentialRevenue	AggregationPeriodCount	TotalDemandQty
Raw Material Supplier	Raw_02	PERIOD_002	1396.75862	1128.75588	Non-Intermittent	Smooth	1841.18182	917.36448	1.21739	0.24825			0	1	1841.18182	81012.00000	405060.00000	40506.00000	0.00000	29	40506.00000
Raw Material Supplier	Raw_02	PERIOD_003	1162.64516	1124.45903	Non-Intermittent	Erratic	1441.68000	1077.71497	1.25000	0.55882			0	1	1441.68196	72084.00000	360420.00000	36042.00000	0.00000	31	36042.00000
Raw Material Supplier	Raw_02	PERIOD_004	1413.40000	1369.01386	Intermittent	Slow	2120.10000	1132.91138	1.45000	0.28555	HighlyVariable		0	1	2120.10000	84804.00000	424020.00000	42402.00000	0.00000	30	42402.00000
Raw Material Supplier	Raw_02	PERIOD_005	745.74194	770.07095	Non-Intermittent	Erratic	1005.13043	732.17405	1.25000	0.53062			0	1	1005.13184	46236.00000	231180.00000	23118.00000	0.00000	31	23118.00000
Raw Material Supplier	Raw_02	PERIOD_006	837.60000	665.94799	Non-Intermittent	Smooth	930.66667	636.17051	1.07407	0.46726			0	1	930.66696	50256.00000	251280.00000	25128.00000	0.00000	30	25128.00000
Raw Material Supplier	Raw_02	PERIOD_007	761.61290	667.96455	Non-Intermittent	Smooth	944.40000	614.73897	1.25000	0.42371			0	1	944.40007	47220.00000	236100.00000	23610.00000	0.00000	31	23610.00000
Raw Material Supplier	Raw_02	PERIOD_008	716.70968	633.86214	Non-Intermittent	Smooth	925.75000	567.56453	1.25000	0.37587			0	1	925.75001	44436.00000	222180.00000	22218.00000	0.00000	31	22218.00000
Raw Material Supplier	Raw_02	PERIOD_009	873.20000	994.95342	Non-Intermittent	Erratic	1138.95652	994.21689	1.26087	0.76199			0	1	1139.01484	52392.00000	261960.00000	26196.00000	0.00000	30	26196.00000
Raw Material Supplier	Raw_02	PERIOD_010	719.41935	780.76632	Intermittent	Slow	1115.10000	705.74380	1.42857	0.40056	HighlyVariable		0	1	1115.10002	44604.00000	223020.00000	22302.00000	0.00000	31	22302.00000
Raw Material Supplier	Raw_02	PERIOD_011	799.20000	721.99276	Non-Intermittent	Smooth	1089.81818	622.93741	1.31818	0.32672			0	1	1089.81818	47952.00000	239760.00000	23976.00000	0.00000	30	23976.00000
Raw Material Supplier	Raw_02	PERIOD_012	668.70968	680.33728	Intermittent	Slow	942.27273	625.44469	1.36364	0.44058	HighlyVariable		0	1	942.27285	41460.00000	207300.00000	20730.00000	0.00000	31	20730.00000
Raw Material Supplier	Raw_01	PERIOD_001	1254.83871	1045.93936	Non-Intermittent	Smooth	1440.74074	992.04694	1.15385	0.47412			0	1	1440.74096	38900.00000	389000.00000	38900.00000	0.00000	31	38900.00000
Raw Material Supplier	Raw_01	PERIOD_002	1163.96552	940.62990	Non-Intermittent	Smooth	1534.31818	764.47040	1.21739	0.24825			0	1	1534.31818	33755.00000	337550.00000	33755.00000	0.00000	29	33755.00000
Raw Material Supplier	Raw_01	PERIOD_003	968.87097	937.04919	Non-Intermittent	Erratic	1201.40000	898.09581	1.25000	0.55882			0	1	1201.40226	30035.00000	300350.00000	30035.00000	0.00000	31	30035.00000
Raw Material Supplier	Raw_01	PERIOD_004	1177.83333	1140.84488	Intermittent	Slow	1766.75000	944.09282	1.45000	0.28555	HighlyVariable		0	1	1766.75000	35335.00000	353350.00000	35335.00000	0.00000	30	35335.00000
Raw Material Supplier	Raw_01	PERIOD_005	621.45161	641.72579	Non-Intermittent	Erratic	837.60870	610.14505	1.25000	0.53062			0	1	837.61034	19265.00000	192650.00000	19265.00000	0.00000	31	19265.00000
Raw Material Supplier	Raw_01	PERIOD_006	698.00000	554.95666	Non-Intermittent	Smooth	775.55556	530.14210	1.07407	0.46726			0	1	775.55592	20940.00000	209400.00000	20940.00000	0.00000	30	20940.00000
Raw Material Supplier	Raw_01	PERIOD_007	634.67742	556.63713	Non-Intermittent	Smooth	787.00000	512.28247	1.25000	0.42371			0	1	787.00009	19675.00000	196750.00000	19675.00000	0.00000	31	19675.00000
Raw Material Supplier	Raw_01	PERIOD_008	597.25806	528.21845	Non-Intermittent	Smooth	771.45833	472.97044	1.25000	0.37587			0	1	771.45835	18515.00000	185150.00000	18515.00000	0.00000	31	18515.00000
Raw Material Supplier	Raw_01	PERIOD_009	727.66667	829.12785	Non-Intermittent	Erratic	949.13043	828.51408	1.26087	0.76199			0	1	949.19216	21830.00000	218300.00000	21830.00000	0.00000	30	21830.00000
Raw Material Supplier	Raw_01	PERIOD_010	599.51613	650.63860	Intermittent	Slow	929.25000	588.11983	1.42857	0.40056	HighlyVariable		0	1	929.25003	18585.00000	185850.00000	18585.00000	0.00000	31	18585.00000
Raw Material Supplier	Raw_01	PERIOD_011	666.00000	601.66063	Non-Intermittent	Smooth	908.18182	519.11451	1.31818	0.32672			0	1	908.18182	19980.00000	199800.00000	19980.00000	0.00000	30	19980.00000
Raw Material Supplier	Raw_01	PERIOD_012	557.25806	566.94773	Intermittent	Slow	785.22727	521.20391	1.36364	0.44058	HighlyVariable		0	1	785.22743	17275.00000	172750.00000	17275.00000	0.00000	31	17275.00000
Raw Material Supplier	Raw_03	PERIOD_001	3262.58065	2719.44233	Non-Intermittent	Smooth	3745.92593	2579.32203	1.15385	0.47412			0	1	3745.92600	303420.00000	1011400.00000	101140.00000	0.00000	31	101140.00000
Raw Material Supplier	Raw_03	PERIOD_002	3026.31034	2445.63774	Non-Intermittent	Smooth	3989.22727	1987.62303	1.21739	0.24825			0	1	3989.22727	263289.00000	877630.00000	87763.00000	0.00000	29	87763.00000
Raw Material Supplier	Raw_03	PERIOD_003	2519.06452	2436.32789	Non-Intermittent	Erratic	3123.64000	2335.04911	1.25000	0.55882			0	1	3123.64106	234273.00000	780910.00000	78091.00000	0.00000	31	78091.00000
Raw Material Supplier	Raw_03	PERIOD_004	3062.36667	2966.19669	Intermittent	Slow	4593.55000	2454.64133	1.45000	0.28555	HighlyVariable		0	1	4593.55000	275613.00000	918710.00000	91871.00000	0.00000	30	91871.00000
Raw Material Supplier	Raw_03	PERIOD_005	1615.77419	1668.48705	Non-Intermittent	Erratic	2177.78261	1586.37712	1.25000	0.53062			0	1	2177.78332	150267.00000	500890.00000	50089.00000	0.00000	31	50089.00000
Raw Material Supplier	Raw_03	PERIOD_006	1814.80000	1442.88732	Non-Intermittent	Smooth	2016.44444	1378.36945	1.07407	0.46726			0	1	2016.44457	163332.00000	544440.00000	54444.00000	0.00000	30	54444.00000
Raw Material Supplier	Raw_03	PERIOD_007	1650.16129	1447.25653	Non-Intermittent	Smooth	2046.20000	1331.93443	1.25000	0.42371			0	1	2046.20002	153465.00000	511550.00000	51155.00000	0.00000	31	51155.00000
Raw Material Supplier	Raw_03	PERIOD_008	1552.87097	1373.36797	Non-Intermittent	Smooth	2005.79167	1229.72316	1.25000	0.37587			0	1	2005.79167	144417.00000	481390.00000	48139.00000	0.00000	31	48139.00000
Raw Material Supplier	Raw_03	PERIOD_009	1891.93333	2155.73241	Non-Intermittent	Erratic	2467.73913	2154.13660	1.26087	0.76199			0	1	2467.78494	170274.00000	567580.00000	56758.00000	0.00000	30	56758.00000
Raw Material Supplier	Raw_03	PERIOD_010	1558.74194	1691.66037	Intermittent	Slow	2416.05000	1529.11156	1.42857	0.40056	HighlyVariable		0	1	2416.05001	144963.00000	483210.00000	48321.00000	0.00000	31	48321.00000
Raw Material Supplier	Raw_03	PERIOD_011	1731.60000	1564.31765	Non-Intermittent	Smooth	2361.27273	1349.69772	1.31818	0.32672			0	1	2361.27273	155844.00000	519480.00000	51948.00000	0.00000	30	51948.00000
Raw Material Supplier	Raw_03	PERIOD_012	1448.87097	1474.06410	Intermittent	Slow	2041.59091	1355.13017	1.36364	0.44058	HighlyVariable		0	1	2041.59096	134745.00000	449150.00000	44915.00000	0.00000	31	44915.00000
